matchID,map,p_model,mc_mean,mc_se
2368786,Vertigo,0.37136542679876855,0.3778,0.48488574204297585
2368785,Ancient,0.5209801610243598,0.5326,0.49898600923020026
2368785,Mirage,0.5653573561076907,0.5762,0.4942088713101944
2368784,Nuke,0.32607741846990396,0.3368,0.47266313806813587
2368784,Mirage,0.3271512883067696,0.3378,0.4730073014039385
2368783,Ancient,0.4079794035673368,0.4112,0.492100591950995
2368783,Inferno,0.31379646398312744,0.3208,0.4668307468336227
2368782,Inferno,0.7667829291146391,0.7704,0.4206176694395624
2368782,Vertigo,0.456003088013467,0.4628,0.49866410857273025
2368782,Ancient,0.6278122311429931,0.6364,0.48108349406901624
2368778,Ancient,0.6135246536594898,0.622,0.4849361118812676
2368778,Anubis,0.36704394279301794,0.374,0.48391201076934776
2368781,Ancient,0.5265031821708569,0.5378,0.4986189769521768
2368781,Inferno,0.4382421400710736,0.4428,0.496767063625499
2368777,Anubis,0.6107633308960981,0.6194,0.48558294673477975
2368777,Inferno,0.7896461675568798,0.7916,0.4062049242538766
2368776,Ancient,0.39154750429806856,0.3946,0.4888134897131472
2368776,Anubis,0.6256801288394032,0.634,0.48175763417263734
2368776,Mirage,0.5121868637088364,0.523,0.49952067442783205
2368780,Overpass,0.4418786805124151,0.4472,0.49725407220299805
2368780,Ancient,0.6079202822361716,0.6162,0.48635878626153634
2368780,Vertigo,0.4726843741966104,0.4802,0.49965777445999543
2368779,Inferno,0.7497830154798969,0.7518,0.4320116743993887
2368779,Ancient,0.6349735890557895,0.6424,0.47934141656936735
2368779,Vertigo,0.5912734243607346,0.6006,0.4898240760978425
2368775,Anubis,0.5768304764685871,0.5862,0.4925627712451717
2368775,Mirage,0.4299329087146605,0.433,0.4955402224062184
2368774,Ancient,0.5443499961084683,0.5538,0.49714685053633767
2368774,Overpass,0.7365694519134011,0.7382,0.43965829900500775
2368774,Anubis,0.5689849544946061,0.58,0.4936078704254514
2368738,Ancient,0.5382669272586383,0.5494,0.49760341822817744
2368738,Nuke,0.7188351125359566,0.7228,0.44766085382576126
2368738,Inferno,0.5724864925219567,0.5836,0.49301080305647066
2368737,Inferno,0.4686982063363657,0.4758,0.4994639655176038
2368737,Ancient,0.7505309180719206,0.7522,0.4317782376281809
2368752,Overpass,0.3893090319475509,0.3924,0.48833383457098006
2368752,Mirage,0.38006063052100625,0.386,0.4868792563686159
2368751,Overpass,0.23879175594662655,0.2448,0.43001156029622933
2368751,Ancient,0.4455765746133073,0.4508,0.4976232367737216
2368736,Anubis,0.5029831452375432,0.5118,0.4999107341800431
2368736,Inferno,0.4137510148336123,0.4172,0.4931458187592306
2368736,Vertigo,0.5014446844199855,0.5108,0.49993334222607505
2368750,Nuke,0.3734542848516921,0.3794,0.4852862459910745
2368750,Mirage,0.3746193974396179,0.381,0.48568114770438336
2368749,Mirage,0.5369935908721711,0.5482,0.4977211119302176
2368749,Ancient,0.47853225789614184,0.4874,0.499891206407603
2368733,Ancient,0.5142382599902284,0.5244,0.4994542330446116
2368733,Nuke,0.3949043346537962,0.3996,0.48986511772804703
2368722,Ancient,0.6165769218546767,0.6252,0.4841196488130527
2368722,Nuke,0.48191714627134863,0.4916,0.4999794354642773
2368748,Mirage,0.5608449194037376,0.5708,0.49501148196123157
2368748,Vertigo,0.5329683941023992,0.5444,0.4980745482868305
2368748,Nuke,0.4252053134499686,0.4296,0.4950685392667508
